,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
49432,1096BB,01/03/2019,31/03/2019,950.0,"104,66",30 days,30,31.666666666666668,35
49433,1096BB,01/04/2019,30/04/2019,927.0,"102,78",29 days,29,31.96551724137931,35
49434,1096BB,01/05/2019,31/05/2019,955.0,"105,07",30 days,30,31.833333333333332,35
49435,1096BB,01/06/2019,30/06/2019,968.0,"106,22",29 days,29,33.37931034482759,35
49436,1096BB,01/07/2019,31/07/2019,995.0,"108,39",30 days,30,33.166666666666664,35
49437,1096BB,01/08/2019,31/08/2019,1002.0,"108,98",30 days,30,33.4,35
49438,1096BB,01/09/2019,30/09/2019,940.0,"103,87",29 days,29,32.41379310344828,35
49439,1096BB,01/10/2019,31/10/2019,966.0,"109,56",30 days,30,32.2,35
49440,1096BB,01/11/2019,30/11/2019,888.0,"103,32",29 days,29,30.620689655172413,35
49441,1096BB,01/12/2019,31/12/2019,914.0,"105,67",30 days,30,30.466666666666665,35
49442,1096BB,01/01/2020,31/01/2020,912.0,"125,65",30 days,30,30.4,35
49443,1096BB,01/02/2020,29/02/2020,855.0,"119,49",28 days,28,30.535714285714285,35
49444,1096BB,01/03/2020,31/03/2020,916.0,"126,05",30 days,30,30.533333333333335,35
49445,1096BB,01/04/2020,30/04/2020,902.0,"124,01",29 days,29,31.103448275862068,35
49446,1096BB,01/05/2020,31/05/2020,942.0,"128,06",30 days,30,31.4,35
49447,1096BB,01/06/2020,30/06/2020,930.0,"126,58",29 days,29,32.06896551724138,35
49448,1096BB,01/07/2020,31/07/2020,978.0,"131,56",30 days,30,32.6,35
49449,1096BB,01/08/2020,31/08/2020,987.0,"132,43",30 days,30,32.9,35
49450,1096BB,01/09/2020,30/09/2020,1366.0,"170,82",29 days,29,47.10344827586207,35
49451,1096BB,01/10/2020,31/10/2020,1419.0,"176,64",30 days,30,47.3,35
49452,1096BB,01/11/2020,30/11/2020,1354.0,"138,55",29 days,29,46.689655172413794,35
49453,1305BR,01/01/2018,31/12/2018,29447.0,"3 336,35",364 days,364,80.89835164835165,2
49454,1305BR,01/01/2019,31/12/2019,19716.0,"2 442,02",364 days,364,54.16483516483517,2
49455,1600BR,01/01/2018,31/01/2018,805.0,"80,74",30 days,30,26.833333333333332,105
49456,1600BR,01/01/2018,31/01/2018,427.0,"45,01",30 days,30,14.233333333333333,105
49457,1600BR,01/01/2018,31/01/2018,423.0,"42,00",30 days,30,14.1,105
49458,1600BR,01/02/2018,28/02/2018,383.0,"37,73",27 days,27,14.185185185185185,105
49459,1600BR,01/02/2018,28/02/2018,686.0,"71,07",27 days,27,25.40740740740741,105
49460,1600BR,01/02/2018,28/02/2018,387.0,"41,53",27 days,27,14.333333333333334,105
49461,1600BR,01/03/2018,31/03/2018,432.0,"45,01",30 days,30,14.4,105
49462,1600BR,01/03/2018,31/03/2018,429.0,"44,92",30 days,30,14.3,105
49463,1600BR,01/03/2018,31/03/2018,718.0,"78,41",30 days,30,23.933333333333334,105
49464,1600BR,01/04/2018,30/04/2018,387.0,"40,56",29 days,29,13.344827586206897,105
49465,1600BR,01/04/2018,30/04/2018,761.0,"81,05",29 days,29,26.24137931034483,105
49466,1600BR,01/04/2018,30/04/2018,390.0,"39,20",29 days,29,13.448275862068966,105
49467,1600BR,01/05/2018,31/05/2018,726.0,"76,59",30 days,30,24.2,105
49468,1600BR,01/05/2018,31/05/2018,418.0,"42,47",30 days,30,13.933333333333334,105
49469,1600BR,01/05/2018,31/05/2018,414.0,"42,44",30 days,30,13.8,105
49470,1600BR,01/06/2018,30/06/2018,374.0,"37,92",29 days,29,12.89655172413793,105
49471,1600BR,01/06/2018,30/06/2018,717.0,"75,86",29 days,29,24.724137931034484,105
49472,1600BR,01/06/2018,30/06/2018,377.0,"37,62",29 days,29,13.0,105
49473,1600BR,01/07/2018,31/07/2018,441.0,"44,67",30 days,30,14.7,105
49474,1600BR,01/07/2018,31/07/2018,447.0,"44,57",30 days,30,14.9,105
49475,1600BR,01/07/2018,31/07/2018,748.0,"79,14",30 days,30,24.933333333333334,105
49476,1600BR,01/08/2018,31/08/2018,772.0,"80,75",30 days,30,25.733333333333334,105
49477,1600BR,01/08/2018,31/08/2018,415.0,"40,79",30 days,30,13.833333333333334,105
49478,1600BR,01/08/2018,31/08/2018,415.0,"41,71",30 days,30,13.833333333333334,105
49479,1600BR,01/09/2018,30/09/2018,391.0,"40,00",29 days,29,13.482758620689655,105
49480,1600BR,01/09/2018,30/09/2018,749.0,"80,89",29 days,29,25.82758620689655,105
49481,1600BR,01/09/2018,30/09/2018,392.0,"40,96",29 days,29,13.517241379310345,105
49482,1600BR,01/10/2018,31/10/2018,434.0,"45,35",30 days,30,14.466666666666667,105
49483,1600BR,01/10/2018,31/10/2018,790.0,"83,82",30 days,30,26.333333333333332,105
49484,1600BR,01/10/2018,31/10/2018,440.0,"45,36",30 days,30,14.666666666666666,105
49485,1600BR,01/11/2018,30/11/2018,561.0,"57,99",29 days,29,19.344827586206897,105
49486,1600BR,01/11/2018,30/11/2018,456.0,"47,24",29 days,29,15.724137931034482,105
49487,1600BR,01/11/2018,30/11/2018,448.0,"46,64",29 days,29,15.448275862068966,105
49488,1600BR,01/12/2018,31/12/2018,412.0,"42,11",30 days,30,13.733333333333333,105
49489,1600BR,01/12/2018,31/12/2018,729.0,"75,60",30 days,30,24.3,105
49490,1600BR,01/12/2018,31/12/2018,413.0,"42,54",30 days,30,13.766666666666667,105
49491,1600BR,01/01/2019,31/01/2019,458.0,"57,75",30 days,30,15.266666666666667,105
49492,1600BR,01/01/2019,31/01/2019,642.0,"64,46",30 days,30,21.4,105
49493,1600BR,01/01/2019,31/01/2019,446.0,"56,69",30 days,30,14.866666666666667,105
49494,1600BR,01/02/2019,28/02/2019,393.0,"50,97",27 days,27,14.555555555555555,105
49495,1600BR,01/02/2019,28/02/2019,398.0,"51,62",27 days,27,14.74074074074074,105
49496,1600BR,01/02/2019,28/02/2019,637.0,"67,27",27 days,27,23.59259259259259,105
49497,1600BR,01/03/2019,31/03/2019,435.0,"56,07",30 days,30,14.5,105
49498,1600BR,01/03/2019,31/03/2019,440.0,"56,28",30 days,30,14.666666666666666,105
49499,1600BR,01/03/2019,31/03/2019,616.0,"66,77",30 days,30,20.533333333333335,105
49500,1600BR,01/04/2019,30/04/2019,706.0,"79,78",29 days,29,24.344827586206897,105
49501,1600BR,01/04/2019,30/04/2019,449.0,"58,10",29 days,29,15.482758620689655,105
49502,1600BR,01/04/2019,30/04/2019,455.0,"58,65",29 days,29,15.689655172413794,105
49503,1600BR,01/05/2019,31/05/2019,752.0,"83,47",30 days,30,25.066666666666666,105
49504,1600BR,01/05/2019,31/05/2019,410.0,"52,60",30 days,30,13.666666666666666,105
49505,1600BR,01/05/2019,31/05/2019,407.0,"52,38",30 days,30,13.566666666666666,105
49506,1600BR,01/06/2019,30/06/2019,551.0,"60,67",29 days,29,19.0,105
49507,1600BR,01/06/2019,30/06/2019,443.0,"55,42",29 days,29,15.275862068965518,105
49508,1600BR,01/06/2019,30/06/2019,433.0,"54,56",29 days,29,14.931034482758621,105
49509,1600BR,01/07/2019,31/07/2019,452.0,"57,31",30 days,30,15.066666666666666,105
49510,1600BR,01/07/2019,31/07/2019,457.0,"57,08",30 days,30,15.233333333333333,105
49511,1600BR,01/07/2019,31/07/2019,738.0,"82,36",30 days,30,24.6,105
49512,1600BR,01/08/2019,31/08/2019,421.0,"52,79",30 days,30,14.033333333333333,105
49513,1600BR,01/08/2019,31/08/2019,675.0,"75,94",30 days,30,22.5,105
49514,1600BR,01/08/2019,31/08/2019,414.0,"52,87",30 days,30,13.8,105
49515,1600BR,01/09/2019,30/09/2019,795.0,"92,30",29 days,29,27.413793103448278,105
49516,1600BR,01/09/2019,30/09/2019,544.0,"69,52",29 days,29,18.75862068965517,105
49517,1600BR,01/09/2019,30/09/2019,534.0,"69,90",29 days,29,18.413793103448278,105
49518,1600BR,01/10/2019,31/10/2019,899.0,"100,24",30 days,30,29.966666666666665,105
49519,1600BR,01/10/2019,31/10/2019,612.0,"79,19",30 days,30,20.4,105
49520,1600BR,01/10/2019,31/10/2019,622.0,"79,37",30 days,30,20.733333333333334,105
49521,1600BR,01/11/2019,30/11/2019,746.0,"80,79",29 days,29,25.724137931034484,105
49522,1600BR,01/11/2019,30/11/2019,548.0,"70,42",29 days,29,18.896551724137932,105
49523,1600BR,01/11/2019,30/11/2019,533.0,"69,40",29 days,29,18.379310344827587,105
49524,1600BR,01/12/2019,31/12/2019,616.0,"80,08",30 days,30,20.533333333333335,105
49525,1600BR,01/12/2019,31/12/2019,816.0,"85,35",30 days,30,27.2,105
49526,1600BR,01/12/2019,31/12/2019,606.0,"78,54",30 days,30,20.2,105
49527,1600BR,01/01/2020,31/01/2020,608.0,"74,78",30 days,30,20.266666666666666,105
49528,1600BR,01/01/2020,31/01/2020,621.0,"75,51",30 days,30,20.7,105
49529,1600BR,01/01/2020,31/01/2020,846.0,"84,35",30 days,30,28.2,105
49530,1600BR,01/02/2020,29/02/2020,543.0,"68,09",28 days,28,19.392857142857142,105
49531,1600BR,01/02/2020,29/02/2020,533.0,"67,21",28 days,28,19.035714285714285,105
49532,1600BR,01/02/2020,29/02/2020,734.0,"77,58",28 days,28,26.214285714285715,105
49533,1600BR,01/03/2020,31/03/2020,603.0,"75,62",30 days,30,20.1,105
49534,1600BR,01/03/2020,31/03/2020,616.0,"81,68",30 days,30,20.533333333333335,105
49535,1600BR,01/03/2020,31/03/2020,768.0,"83,10",30 days,30,25.6,105
49536,1600BR,01/04/2020,30/04/2020,527.0,"69,14",29 days,29,18.17241379310345,105
49537,1600BR,01/04/2020,30/04/2020,788.0,"94,56",29 days,29,27.17241379310345,105
49538,1600BR,01/04/2020,30/04/2020,539.0,"80,80",29 days,29,18.586206896551722,105
49539,1600BR,01/05/2020,31/05/2020,772.0,"90,94",30 days,30,25.733333333333334,105
49540,1600BR,01/05/2020,31/05/2020,603.0,"76,22",30 days,30,20.1,105
49541,1600BR,01/05/2020,31/05/2020,619.0,"90,50",30 days,30,20.633333333333333,105
49542,1600BR,01/06/2020,30/06/2020,855.0,"99,44",29 days,29,29.482758620689655,105
49543,1600BR,01/06/2020,30/06/2020,551.0,"74,00",29 days,29,19.0,105
49544,1600BR,01/06/2020,30/06/2020,542.0,"67,64",29 days,29,18.689655172413794,105
49545,1600BR,01/07/2020,31/07/2020,593.0,"72,88",30 days,30,19.766666666666666,105
49546,1600BR,01/07/2020,31/07/2020,581.0,"70,65",30 days,30,19.366666666666667,105
49547,1600BR,01/07/2020,31/07/2020,906.0,"101,65",30 days,30,30.2,105
49548,1600BR,01/08/2020,31/08/2020,665.0,"74,48",30 days,30,22.166666666666668,105
49549,1600BR,01/08/2020,31/08/2020,613.0,"74,97",30 days,30,20.433333333333334,105
49550,1600BR,01/08/2020,31/08/2020,594.0,"71,93",30 days,30,19.8,105
49551,1600BR,01/09/2020,30/09/2020,556.0,"69,94",29 days,29,19.17241379310345,105
49552,1600BR,01/09/2020,30/09/2020,916.0,"104,97",29 days,29,31.586206896551722,105
49553,1600BR,01/09/2020,30/09/2020,543.0,"67,17",29 days,29,18.724137931034484,105
49554,1600BR,01/10/2020,31/10/2020,582.0,"75,25",30 days,30,19.4,105
49555,1600BR,01/10/2020,31/10/2020,747.0,"82,17",30 days,30,24.9,105
49556,1600BR,01/10/2020,31/10/2020,572.0,"71,04",30 days,30,19.066666666666666,105
49557,1600BR,01/11/2020,30/11/2020,569.0,"71,01",29 days,29,19.620689655172413,105
49558,1600BR,01/11/2020,30/11/2020,823.0,"87,65",29 days,29,28.379310344827587,105
49559,1600BR,01/11/2020,30/11/2020,588.0,"79,38",29 days,29,20.275862068965516,105
49560,1964BR,01/01/2018,31/03/2018,6611.0,"661,10",89 days,89,74.28089887640449,11
49561,1964BR,01/04/2018,30/06/2018,7111.0,"711,10",90 days,90,79.0111111111111,11
49562,1964BR,01/07/2018,30/09/2018,6908.0,"690,80",91 days,91,75.91208791208791,11
49563,1964BR,01/10/2018,31/12/2018,8004.0,"800,40",91 days,91,87.95604395604396,11
49564,1964BR,01/01/2019,31/03/2019,8092.0,"809,20",89 days,89,90.92134831460675,11
49565,1964BR,01/04/2019,30/06/2019,8378.0,"837,80",90 days,90,93.08888888888889,11
49566,1964BR,01/07/2019,30/09/2019,8665.0,"953,15",91 days,91,95.21978021978022,11
49567,1964BR,01/10/2019,31/12/2019,8338.0,"917,18",91 days,91,91.62637362637362,11
49568,1964BR,01/01/2020,31/03/2020,7271.0,"799,81",90 days,90,80.78888888888889,11
49569,1964BR,01/04/2020,30/06/2020,7885.0,"867,35",90 days,90,87.61111111111111,11
49570,1964BR,01/07/2020,30/09/2020,8193.0,"901,23",91 days,91,90.03296703296704,11
49571,1092BB,01/01/2018,31/12/2018,29313.0,"3 962,89",364 days,364,80.53021978021978,24
49572,1092BB,01/01/2019,31/01/2019,2649.0,"342,93",30 days,30,88.3,24
49573,1092BB,01/02/2019,28/02/2019,2393.0,"298,41",27 days,27,88.62962962962963,24
49574,1092BB,01/03/2019,31/03/2019,2645.0,"328,95",30 days,30,88.16666666666667,24
49575,1092BB,01/04/2019,30/04/2019,2692.0,"334,34",29 days,29,92.82758620689656,24
49576,1092BB,01/05/2019,31/05/2019,2898.0,"358,88",30 days,30,96.6,24
49577,1092BB,01/06/2019,30/06/2019,2840.0,"352,53",29 days,29,97.93103448275862,24
49578,1092BB,01/07/2019,31/07/2019,2934.0,"363,73",30 days,30,97.8,24
49579,1092BB,01/08/2019,31/08/2019,2942.0,"364,66",30 days,30,98.06666666666666,24
49580,1092BB,01/09/2019,30/09/2019,2829.0,"350,84",29 days,29,97.55172413793103,24
49581,1092BB,01/10/2019,31/10/2019,3038.0,"375,73",30 days,30,101.26666666666667,24
49582,1092BB,01/11/2019,30/11/2019,2925.0,"362,11",29 days,29,100.86206896551724,24
49583,1092BB,01/12/2019,31/12/2019,2984.0,"369,28",30 days,30,99.46666666666667,24
49584,1092BB,01/01/2020,31/01/2020,2980.0,"424,48",30 days,30,99.33333333333333,24
49585,1092BB,01/02/2020,29/02/2020,2758.0,"394,99",28 days,28,98.5,24
49586,1092BB,01/03/2020,31/03/2020,2844.0,"408,97",30 days,30,94.8,24
49587,1092BB,01/04/2020,30/04/2020,2746.0,"394,45",29 days,29,94.6896551724138,24
49588,1092BB,01/05/2020,31/05/2020,2837.0,"407,00",30 days,30,94.56666666666666,24
49589,1092BB,01/06/2020,30/06/2020,2765.0,"396,88",29 days,29,95.34482758620689,24
49590,1092BB,01/07/2020,31/07/2020,2909.0,"415,95",30 days,30,96.96666666666667,24
49591,1092BB,01/08/2020,31/08/2020,2988.0,"426,09",30 days,30,99.6,24
49592,1092BB,01/09/2020,30/09/2020,2866.0,"409,05",29 days,29,98.82758620689656,24
49593,1092BB,01/10/2020,31/10/2020,2942.0,"418,91",30 days,30,98.06666666666666,24
49594,1092BB,01/11/2020,30/11/2020,2819.0,"390,21",29 days,29,97.20689655172414,24
49595,1333BR,01/01/2018,22/05/2018,8283.0,"941,27",141 days,141,58.744680851063826,3
49596,1333BR,23/05/2018,31/12/2018,13431.0,"1 527,14",222 days,222,60.5,3
49597,1333BR,01/01/2019,31/12/2019,22414.0,"2 494,90",364 days,364,61.57692307692308,3
49598,1335BR,01/01/2018,31/12/2018,22743.0,"2 563,14",364 days,364,62.48076923076923,2
49599,1335BR,01/01/2019,31/12/2019,22634.0,"2 793,49",364 days,364,62.18131868131868,2
49600,1917BB,01/01/2018,31/12/2018,17453.0,"2 443,42",364 days,364,47.9478021978022,2
49601,1917BB,01/01/2019,31/12/2019,24197.0,"3 561,56",364 days,364,66.47527472527473,2
49602,1920BB,01/01/2018,31/03/2018,7338.0,"998,70",89 days,89,82.4494382022472,11
49603,1920BB,01/04/2018,30/06/2018,7103.0,"966,72",90 days,90,78.92222222222222,11
49604,1920BB,01/07/2018,30/09/2018,7078.0,"963,32",91 days,91,77.78021978021978,11
49605,1920BB,01/10/2018,31/12/2018,7772.0,"1 057,77",91 days,91,85.4065934065934,11
49606,1920BB,01/01/2019,31/03/2019,8508.0,"1 313,81",89 days,89,95.59550561797752,11
49607,1920BB,01/04/2019,30/06/2019,8533.0,"1 315,36",90 days,90,94.81111111111112,11
49608,1920BB,01/07/2019,30/09/2019,7268.0,"1 124,36",91 days,91,79.86813186813187,11
49609,1920BB,01/10/2019,31/12/2019,7740.0,"1 196,76",91 days,91,85.05494505494505,11
49610,1920BB,01/01/2020,31/03/2020,7188.0,"1 152,96",90 days,90,79.86666666666666,11
49611,1920BB,01/04/2020,30/06/2020,7938.0,"1 273,26",90 days,90,88.2,11
49612,1920BB,01/07/2020,30/09/2020,8293.0,"1 330,28",91 days,91,91.13186813186813,11
49613,1921BB,01/01/2018,31/12/2018,18923.0,"2 580,25",364 days,364,51.98626373626374,13
49614,1921BB,01/01/2019,31/12/2019,18469.0,"2 460,94",364 days,364,50.739010989010985,13
49615,1921BB,01/01/2020,31/01/2020,1538.0,"222,86",30 days,30,51.266666666666666,13
49616,1921BB,01/02/2020,29/02/2020,1441.0,"209,86",28 days,28,51.464285714285715,13
49617,1921BB,01/03/2020,31/03/2020,1837.0,"264,88",30 days,30,61.233333333333334,13
49618,1921BB,01/04/2020,30/04/2020,2229.0,"318,06",29 days,29,76.86206896551724,13
49619,1921BB,01/05/2020,31/05/2020,2394.0,"341,94",30 days,30,79.8,13
49620,1921BB,01/06/2020,30/06/2020,2443.0,"349,81",29 days,29,84.24137931034483,13
49621,1921BB,01/07/2020,31/07/2020,2597.0,"370,21",30 days,30,86.56666666666666,13
49622,1921BB,01/08/2020,31/08/2020,2643.0,"375,88",30 days,30,88.1,13
49623,1921BB,01/09/2020,30/09/2020,2506.0,"356,35",29 days,29,86.41379310344827,13
49624,1921BB,01/10/2020,31/10/2020,2576.0,"365,74",30 days,30,85.86666666666666,13
49625,1921BB,01/11/2020,30/11/2020,2455.0,"339,87",29 days,29,84.65517241379311,13
49626,1919BB,01/01/2018,31/12/2018,23960.0,"3 237,63",364 days,364,65.82417582417582,2
49627,1919BB,01/01/2019,31/12/2019,24821.0,"3 221,50",364 days,364,68.18956043956044,2
49628,1923BB,01/01/2018,31/12/2018,24765.0,"3 291,53",364 days,364,68.03571428571429,19
49629,1923BB,01/01/2019,30/06/2019,14752.0,"1 868,25",180 days,180,81.95555555555555,19
49630,1923BB,01/07/2019,31/07/2019,2901.0,"364,00",30 days,30,96.7,19
49631,1923BB,01/08/2019,31/08/2019,2933.0,"365,27",30 days,30,97.76666666666667,19
49632,1923BB,01/09/2019,30/09/2019,2758.0,"344,46",29 days,29,95.10344827586206,19
49633,1923BB,01/10/2019,31/10/2019,2831.0,"352,74",30 days,30,94.36666666666666,19
49634,1923BB,01/11/2019,30/11/2019,2725.0,"340,05",29 days,29,93.96551724137932,19
49635,1923BB,01/12/2019,31/12/2019,2791.0,"348,07",30 days,30,93.03333333333333,19
49636,1923BB,01/01/2020,31/01/2020,2789.0,"399,89",30 days,30,92.96666666666667,19
49637,1923BB,01/02/2020,29/02/2020,2569.0,"371,54",28 days,28,91.75,19
49638,1923BB,01/03/2020,31/03/2020,2728.0,"395,62",30 days,30,90.93333333333334,19
49639,1923BB,01/04/2020,30/04/2020,2677.0,"387,66",29 days,29,92.3103448275862,19
49640,1923BB,01/05/2020,31/05/2020,2757.0,"398,24",30 days,30,91.9,19
49641,1923BB,01/06/2020,30/06/2020,2746.0,"396,06",29 days,29,94.6896551724138,19
49642,1923BB,01/07/2020,31/07/2020,2871.0,"411,81",30 days,30,95.7,19
49643,1923BB,01/08/2020,31/08/2020,2909.0,"415,85",30 days,30,96.96666666666667,19
49644,1923BB,01/09/2020,30/09/2020,2706.0,"388,61",29 days,29,93.3103448275862,19
49645,1923BB,01/10/2020,31/10/2020,2787.0,"399,42",30 days,30,92.9,19
49646,1923BB,01/11/2020,30/11/2020,2723.0,"376,79",29 days,29,93.89655172413794,19
49647,1922BB,01/01/2018,31/12/2018,30946.0,"4 069,39",364 days,364,85.01648351648352,2
49648,1922BB,01/01/2019,31/12/2019,26611.0,"3 383,91",364 days,364,73.10714285714286,2
49649,1336BR,01/01/2018,31/12/2018,14890.0,"1 789,78",364 days,364,40.90659340659341,2
49650,1336BR,01/01/2019,31/12/2019,13331.0,"2 163,35",364 days,364,36.62362637362637,2
49651,1337BR,01/01/2018,31/12/2018,23507.0,"2 711,07",364 days,364,64.57967032967034,3
49652,1337BR,01/01/2019,31/12/2019,23472.0,"2 658,77",364 days,364,64.48351648351648,3
49653,1337BR,01/01/2020,28/10/2020,22127.0,"2 915,86",301 days,301,73.51162790697674,3
49654,1104BB,01/01/2018,31/12/2018,4382.0,"526,28",364 days,364,12.038461538461538,2
49655,1104BB,01/01/2019,31/12/2019,5287.0,"711,26",364 days,364,14.524725274725276,2
49656,1105BB,01/01/2018,31/12/2018,11637.0,"1 729,65",364 days,364,31.96978021978022,24
49657,1105BB,01/01/2019,31/01/2019,1245.0,"174,86",30 days,30,41.5,24
49658,1105BB,01/02/2019,28/02/2019,1125.0,"146,56",27 days,27,41.666666666666664,24
49659,1105BB,01/03/2019,31/03/2019,1234.0,"159,88",30 days,30,41.13333333333333,24
49660,1105BB,01/04/2019,30/04/2019,1189.0,"153,83",29 days,29,41.0,24
49661,1105BB,01/05/2019,31/05/2019,1220.0,"157,69",30 days,30,40.666666666666664,24
49662,1105BB,01/06/2019,30/06/2019,1197.0,"154,76",29 days,29,41.275862068965516,24
49663,1105BB,01/07/2019,31/07/2019,1217.0,"157,54",30 days,30,40.56666666666667,24
49664,1105BB,01/08/2019,31/08/2019,1225.0,"158,47",30 days,30,40.833333333333336,24
49665,1105BB,01/09/2019,30/09/2019,1177.0,"152,80",29 days,29,40.58620689655172,24
49666,1105BB,01/10/2019,31/10/2019,1229.0,"158,90",30 days,30,40.96666666666667,24
49667,1105BB,01/11/2019,30/11/2019,1173.0,"152,30",29 days,29,40.44827586206897,24
49668,1105BB,01/12/2019,31/12/2019,1207.0,"156,32",30 days,30,40.233333333333334,24
49669,1105BB,01/01/2020,31/01/2020,1196.0,"177,59",30 days,30,39.86666666666667,24
49670,1105BB,01/02/2020,29/02/2020,1114.0,"166,32",28 days,28,39.785714285714285,24
49671,1105BB,01/03/2020,31/03/2020,1196.0,"177,80",30 days,30,39.86666666666667,24
49672,1105BB,01/04/2020,30/04/2020,1154.0,"171,45",29 days,29,39.793103448275865,24
49673,1105BB,01/05/2020,31/05/2020,1249.0,"185,12",30 days,30,41.63333333333333,24
49674,1105BB,01/06/2020,30/06/2020,1184.0,"175,65",29 days,29,40.827586206896555,24
49675,1105BB,01/07/2020,31/07/2020,1257.0,"186,40",30 days,30,41.9,24
49676,1105BB,01/08/2020,31/08/2020,1232.0,"182,39",30 days,30,41.06666666666667,24
49677,1105BB,01/09/2020,30/09/2020,1178.0,"175,03",29 days,29,40.62068965517241,24
49678,1105BB,01/10/2020,31/10/2020,1217.0,"180,33",30 days,30,40.56666666666667,24
49679,1105BB,01/11/2020,30/11/2020,1181.0,"163,26",29 days,29,40.724137931034484,24
49680,1106BB,01/01/2018,31/12/2018,11851.0,"1 228,95",364 days,364,32.55769230769231,2
49681,1106BB,01/01/2019,31/12/2019,12483.0,"1 444,16",364 days,364,34.293956043956044,2
49682,1108BB,15/01/2018,31/12/2018,6222.0,"1 063,96",350 days,350,17.777142857142856,2
49683,1108BB,01/01/2019,31/12/2019,8454.0,"1 471,00",364 days,364,23.225274725274726,2
49684,1109BB,01/01/2018,31/12/2018,28547.0,"3 860,76",364 days,364,78.42582417582418,2
49685,1109BB,01/01/2019,31/12/2019,38770.0,"4 937,17",364 days,364,106.51098901098901,2
49686,9513BB,01/01/2018,31/12/2018,1882.0,"484,15",364 days,364,5.170329670329671,2
49687,9513BB,01/01/2019,31/12/2019,1872.0,"465,59",364 days,364,5.142857142857143,2
49688,1343BR,01/01/2018,23/05/2018,8018.0,"936,11",142 days,142,56.46478873239437,3
49689,1343BR,24/05/2018,31/12/2018,13976.0,"1 617,26",221 days,221,63.23981900452489,3
49690,1343BR,01/01/2019,31/12/2019,21744.0,"2 481,72",364 days,364,59.73626373626374,3
49691,1348BR,01/01/2018,31/01/2018,580.0,"69,08",30 days,30,19.333333333333332,35
49692,1348BR,01/02/2018,28/02/2018,524.0,"64,17",27 days,27,19.40740740740741,35
49693,1348BR,01/03/2018,31/03/2018,580.0,"69,05",30 days,30,19.333333333333332,35
49694,1348BR,01/04/2018,30/04/2018,564.0,"67,63",29 days,29,19.448275862068964,35
49695,1348BR,01/05/2018,31/05/2018,603.0,"70,98",30 days,30,20.1,35
49696,1348BR,01/06/2018,30/06/2018,601.0,"70,73",29 days,29,20.724137931034484,35
49697,1348BR,01/07/2018,31/07/2018,646.0,"74,59",30 days,30,21.533333333333335,35
49698,1348BR,01/08/2018,31/08/2018,664.0,"75,58",30 days,30,22.133333333333333,35
49699,1348BR,01/09/2018,30/09/2018,570.0,"67,97",29 days,29,19.655172413793103,35
49700,1348BR,01/10/2018,31/10/2018,581.0,"68,96",30 days,30,19.366666666666667,35
49701,1348BR,01/11/2018,30/11/2018,546.0,"65,92",29 days,29,18.82758620689655,35
49702,1348BR,01/12/2018,31/12/2018,563.0,"67,39",30 days,30,18.766666666666666,35
49703,1348BR,01/01/2019,31/01/2019,581.0,"67,65",30 days,30,19.366666666666667,35
49704,1348BR,01/02/2019,28/02/2019,536.0,"63,82",27 days,27,19.85185185185185,35
49705,1348BR,01/03/2019,31/03/2019,593.0,"68,63",30 days,30,19.766666666666666,35
49706,1348BR,01/04/2019,30/04/2019,575.0,"67,10",29 days,29,19.82758620689655,35
49707,1348BR,01/05/2019,31/05/2019,598.0,"69,04",30 days,30,19.933333333333334,35
49708,1348BR,01/06/2019,30/06/2019,649.0,"73,27",29 days,29,22.379310344827587,35
49709,1348BR,01/07/2019,31/07/2019,701.0,"77,63",30 days,30,23.366666666666667,35
49710,1348BR,01/08/2019,31/08/2019,728.0,"79,88",30 days,30,24.266666666666666,35
49711,1348BR,01/09/2019,30/09/2019,598.0,"68,97",29 days,29,20.620689655172413,35
49712,1348BR,01/10/2019,31/10/2019,597.0,"68,91",30 days,30,19.9,35
49713,1348BR,01/11/2019,30/11/2019,574.0,"66,95",29 days,29,19.79310344827586,35
49714,1348BR,01/12/2019,31/12/2019,592.0,"68,45",30 days,30,19.733333333333334,35
49715,1348BR,01/01/2020,31/01/2020,592.0,"80,42",30 days,30,19.733333333333334,35
49716,1348BR,01/02/2020,29/02/2020,554.0,"76,44",28 days,28,19.785714285714285,35
49717,1348BR,01/03/2020,31/03/2020,593.0,"80,15",30 days,30,19.766666666666666,35
49718,1348BR,01/04/2020,30/04/2020,576.0,"78,35",29 days,29,19.862068965517242,35
49719,1348BR,01/05/2020,31/05/2020,598.0,"80,64",30 days,30,19.933333333333334,35
49720,1348BR,01/06/2020,30/06/2020,628.0,"83,71",29 days,29,21.655172413793103,35
49721,1348BR,01/07/2020,31/07/2020,701.0,"91,23",30 days,30,23.366666666666667,35
49722,1348BR,01/08/2020,31/08/2020,726.0,"93,80",30 days,30,24.2,35
49723,1348BR,01/09/2020,30/09/2020,743.0,"95,55",29 days,29,25.620689655172413,35
49724,1348BR,01/10/2020,31/10/2020,882.0,"109,95",30 days,30,29.4,35
49725,1348BR,01/11/2020,30/11/2020,868.0,"108,51",29 days,29,29.93103448275862,35
49726,1349BR,01/01/2018,17/10/2018,5236.0,"748,42",289 days,289,18.11764705882353,4
49727,1349BR,18/10/2018,31/12/2018,1305.0,"188,98",74 days,74,17.635135135135137,4
