,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,PERIOD,PERIOD_IN_DAYS,AVG_KWH_PER_DAY,TOTAL_INVOICE
49728,1349BR,01/01/2019,11/03/2019,1247.0,"177,56",69 days,69,18.07246376811594,4
49729,1349BR,12/03/2019,31/12/2019,5417.0,"758,95",294 days,294,18.42517006802721,4
49730,1350BR,01/01/2018,31/12/2018,6180.0,"844,25",364 days,364,16.978021978021978,3
49731,1350BR,01/01/2019,11/06/2019,2922.0,"388,04",161 days,161,18.149068322981368,3
49732,1350BR,12/06/2019,31/12/2019,3732.0,"491,96",202 days,202,18.475247524752476,3
49733,1351BR,01/01/2018,31/12/2018,6167.0,"842,87",364 days,364,16.942307692307693,3
49734,1351BR,01/01/2019,14/07/2019,7058.0,"829,77",194 days,194,36.381443298969074,3
49735,1351BR,15/07/2019,31/12/2019,5866.0,"692,70",169 days,169,34.710059171597635,3
49736,1355BR,01/01/2018,31/12/2018,12038.0,"1 413,26",364 days,364,33.07142857142857,2
49737,1355BR,01/01/2019,31/12/2019,11844.0,"1 512,72",364 days,364,32.53846153846154,2
49738,1356BR,01/01/2018,31/12/2018,10213.0,"1 241,90",364 days,364,28.057692307692307,2
49739,1356BR,01/01/2019,31/12/2019,13863.0,"1 811,06",364 days,364,38.08516483516483,2
49740,1358BR,01/01/2018,15/10/2018,18097.0,"2 045,60",287 days,287,63.055749128919864,4
49741,1358BR,16/10/2018,31/12/2018,5523.0,"621,99",76 days,76,72.67105263157895,4
49742,1358BR,01/01/2019,31/12/2019,29322.0,"3 202,73",364 days,364,80.55494505494505,4
49743,1358BR,01/01/2020,01/11/2020,24825.0,"3 202,23",305 days,305,81.39344262295081,4
49744,1359BR,01/01/2018,31/12/2018,23708.0,"2 693,23",364 days,364,65.13186813186813,1
49745,0579BR,01/01/2018,31/12/2018,2155.0,"252,14",364 days,364,5.920329670329671,2
49746,0579BR,01/01/2019,31/12/2019,1242.0,"158,72",364 days,364,3.412087912087912,2
49747,1363BR,01/01/2018,17/06/2018,9878.0,"1 121,71",167 days,167,59.1497005988024,3
49748,1363BR,18/06/2018,31/12/2018,12417.0,"1 407,56",196 days,196,63.35204081632653,3
49749,1363BR,01/01/2019,31/12/2019,31785.0,"3 455,11",364 days,364,87.32142857142857,3
49750,1118KO,01/01/2018,31/01/2018,1407.0,"176,72",30 days,30,46.9,35
49751,1118KO,01/02/2018,28/02/2018,1275.0,"160,82",27 days,27,47.22222222222222,35
49752,1118KO,01/03/2018,31/03/2018,1411.0,"177,20",30 days,30,47.03333333333333,35
49753,1118KO,01/04/2018,30/04/2018,1369.0,"172,14",29 days,29,47.206896551724135,35
49754,1118KO,01/05/2018,31/05/2018,1415.0,"177,68",30 days,30,47.166666666666664,35
49755,1118KO,01/06/2018,30/06/2018,1373.0,"172,62",29 days,29,47.3448275862069,35
49756,1118KO,01/07/2018,31/07/2018,1425.0,"178,99",30 days,30,47.5,35
49757,1118KO,01/08/2018,31/08/2018,1436.0,"180,32",30 days,30,47.86666666666667,35
49758,1118KO,01/09/2018,30/09/2018,1374.0,"173,92",29 days,29,47.37931034482759,35
49759,1118KO,01/10/2018,31/10/2018,1419.0,"179,38",30 days,30,47.3,35
49760,1118KO,01/11/2018,30/11/2018,1366.0,"172,95",29 days,29,47.10344827586207,35
49761,1118KO,01/12/2018,31/12/2018,1408.0,"178,05",30 days,30,46.93333333333333,35
49762,1118KO,01/01/2019,31/01/2019,1406.0,"195,15",30 days,30,46.86666666666667,35
49763,1118KO,01/02/2019,28/02/2019,1277.0,"177,92",27 days,27,47.2962962962963,35
49764,1118KO,01/03/2019,31/03/2019,1412.0,"195,95",30 days,30,47.06666666666667,35
49765,1118KO,01/04/2019,30/04/2019,1364.0,"189,54",29 days,29,47.03448275862069,35
49766,1118KO,01/05/2019,31/05/2019,1417.0,"196,62",30 days,30,47.233333333333334,35
49767,1118KO,01/06/2019,30/06/2019,1435.0,"199,03",29 days,29,49.48275862068966,35
49768,1118KO,01/07/2019,31/07/2019,1424.0,"197,56",30 days,30,47.46666666666667,35
49769,1118KO,01/08/2019,31/08/2019,1428.0,"198,09",30 days,30,47.6,35
49770,1118KO,01/09/2019,30/09/2019,1373.0,"190,74",29 days,29,47.3448275862069,35
49771,1118KO,01/10/2019,31/10/2019,1423.0,"197,42",30 days,30,47.43333333333333,35
49772,1118KO,01/11/2019,30/11/2019,1378.0,"191,41",29 days,29,47.51724137931034,35
49773,1118KO,01/12/2019,31/12/2019,1423.0,"197,42",30 days,30,47.43333333333333,35
49774,1118KO,01/01/2020,31/01/2020,1420.0,"196,28",30 days,30,47.333333333333336,35
49775,1118KO,01/02/2020,29/02/2020,1329.0,"184,23",28 days,28,47.464285714285715,35
49776,1118KO,01/03/2020,31/03/2020,1431.0,"197,74",30 days,30,47.7,35
49777,1118KO,01/04/2020,30/04/2020,1387.0,"191,91",29 days,29,47.827586206896555,35
49778,1118KO,01/05/2020,31/05/2020,1437.0,"198,54",30 days,30,47.9,35
49779,1118KO,01/06/2020,30/06/2020,1387.0,"191,91",29 days,29,47.827586206896555,35
49780,1118KO,01/07/2020,31/07/2020,1439.0,"198,80",30 days,30,47.96666666666667,35
49781,1118KO,01/08/2020,31/08/2020,1443.0,"199,33",30 days,30,48.1,35
49782,1118KO,01/09/2020,30/09/2020,1381.0,"191,12",29 days,29,47.62068965517241,35
49783,1118KO,01/10/2020,31/10/2020,1446.0,"199,73",30 days,30,48.2,35
49784,1118KO,01/11/2020,30/11/2020,1699.0,"225,07",29 days,29,58.58620689655172,35
49785,1105KO,01/01/2018,31/01/2018,2021.0,"252,50",30 days,30,67.36666666666666,22
49786,1105KO,01/02/2018,28/02/2018,1839.0,"230,57",27 days,27,68.11111111111111,22
49787,1105KO,01/03/2018,31/03/2018,2003.0,"250,33",30 days,30,66.76666666666667,22
49788,1105KO,01/04/2018,30/04/2018,1881.0,"235,63",29 days,29,64.86206896551724,22
49789,1105KO,01/05/2018,31/05/2018,1968.0,"246,11",30 days,30,65.6,22
49790,1105KO,01/06/2018,30/06/2018,1919.0,"240,21",29 days,29,66.17241379310344,22
49791,1105KO,01/07/2018,31/07/2018,1987.0,"248,54",30 days,30,66.23333333333333,22
49792,1105KO,01/08/2018,31/08/2018,1997.0,"249,75",30 days,30,66.56666666666666,22
49793,1105KO,01/09/2018,30/09/2018,1893.0,"238,70",29 days,29,65.27586206896552,22
49794,1105KO,01/10/2018,31/10/2018,1941.0,"244,52",30 days,30,64.7,22
49795,1105KO,01/11/2018,30/11/2018,1886.0,"237,85",29 days,29,65.03448275862068,22
49796,1105KO,01/12/2018,31/12/2018,2098.0,"263,57",30 days,30,69.93333333333334,22
49797,1105KO,01/01/2019,31/01/2019,2108.0,"290,78",30 days,30,70.26666666666667,22
49798,1105KO,01/02/2019,28/02/2019,1823.0,"252,70",27 days,27,67.51851851851852,22
49799,1105KO,01/03/2019,31/03/2019,1937.0,"267,93",30 days,30,64.56666666666666,22
49800,1105KO,01/04/2019,30/04/2019,1872.0,"259,25",29 days,29,64.55172413793103,22
49801,1105KO,01/05/2019,31/05/2019,1945.0,"269,00",30 days,30,64.83333333333333,22
49802,1105KO,01/06/2019,30/06/2019,1932.0,"267,26",29 days,29,66.62068965517241,22
49803,1105KO,01/07/2019,31/07/2019,1984.0,"274,21",30 days,30,66.13333333333334,22
49804,1105KO,01/08/2019,31/08/2019,1988.0,"274,75",30 days,30,66.26666666666667,22
49805,1105KO,01/09/2019,30/09/2019,1890.0,"261,65",29 days,29,65.17241379310344,22
49806,1105KO,01/10/2019,31/10/2019,1085.0,"153,36",30 days,30,36.166666666666664,22
49807,1366BR,01/01/2018,31/12/2018,23527.0,"3 507,88",364 days,364,64.63461538461539,2
49808,1366BR,01/01/2019,31/12/2019,22389.0,"3 430,22",364 days,364,61.50824175824176,2
49809,1107KO,01/01/2018,31/05/2018,5779.0,"770,75",150 days,150,38.526666666666664,31
49810,1107KO,01/06/2018,30/06/2018,1153.0,"153,92",29 days,29,39.758620689655174,31
49811,1107KO,01/07/2018,31/07/2018,1185.0,"157,86",30 days,30,39.5,31
49812,1107KO,01/08/2018,31/08/2018,1218.0,"154,63",30 days,30,40.6,31
49813,1107KO,01/09/2018,30/09/2018,1144.0,"146,61",29 days,29,39.44827586206897,31
49814,1107KO,01/10/2018,31/10/2018,1182.0,"151,22",30 days,30,39.4,31
49815,1107KO,01/11/2018,30/11/2018,1147.0,"146,98",29 days,29,39.55172413793103,31
49816,1107KO,01/12/2018,31/12/2018,1182.0,"151,22",30 days,30,39.4,31
49817,1107KO,01/01/2019,31/01/2019,1184.0,"166,10",30 days,30,39.46666666666667,31
49818,1107KO,01/02/2019,28/02/2019,1064.0,"150,07",27 days,27,39.407407407407405,31
49819,1107KO,01/03/2019,31/03/2019,1175.0,"164,90",30 days,30,39.166666666666664,31
49820,1107KO,01/04/2019,30/04/2019,1135.0,"159,55",29 days,29,39.13793103448276,31
49821,1107KO,01/05/2019,31/05/2019,1179.0,"165,43",30 days,30,39.3,31
49822,1107KO,01/06/2019,30/06/2019,1182.0,"165,83",29 days,29,40.758620689655174,31
49823,1107KO,01/07/2019,31/07/2019,1184.0,"166,10",30 days,30,39.46666666666667,31
49824,1107KO,01/08/2019,31/08/2019,1195.0,"167,57",30 days,30,39.833333333333336,31
49825,1107KO,01/09/2019,30/09/2019,1152.0,"161,82",29 days,29,39.724137931034484,31
49826,1107KO,01/10/2019,31/10/2019,1177.0,"165,16",30 days,30,39.233333333333334,31
49827,1107KO,01/11/2019,30/11/2019,1139.0,"160,09",29 days,29,39.275862068965516,31
49828,1107KO,01/12/2019,31/12/2019,1176.0,"165,03",30 days,30,39.2,31
49829,1107KO,01/01/2020,31/01/2020,1176.0,"164,64",30 days,30,39.2,31
49830,1107KO,01/02/2020,29/02/2020,1098.0,"154,31",28 days,28,39.214285714285715,31
49831,1107KO,01/03/2020,31/03/2020,1179.0,"165,04",30 days,30,39.3,31
49832,1107KO,01/04/2020,30/04/2020,1139.0,"159,74",29 days,29,39.275862068965516,31
49833,1107KO,01/05/2020,31/05/2020,1180.0,"165,17",30 days,30,39.333333333333336,31
49834,1107KO,01/06/2020,30/06/2020,1145.0,"160,53",29 days,29,39.48275862068966,31
49835,1107KO,01/07/2020,31/07/2020,1450.0,"200,94",30 days,30,48.333333333333336,31
49836,1107KO,01/08/2020,31/08/2020,1952.0,"267,44",30 days,30,65.06666666666666,31
49837,1107KO,01/09/2020,30/09/2020,1856.0,"254,72",29 days,29,64.0,31
49838,1107KO,01/10/2020,31/10/2020,1884.0,"258,43",30 days,30,62.8,31
49839,1107KO,01/11/2020,30/11/2020,1788.0,"236,86",29 days,29,61.6551724137931,31
49840,1109KO,01/01/2018,31/12/2018,4673.0,"587,40",364 days,364,12.837912087912088,2
49841,1109KO,01/01/2019,31/12/2019,25355.0,"2 974,90",364 days,364,69.6565934065934,2
49842,1111KO,01/01/2018,31/01/2018,2114.0,"236,05",30 days,30,70.46666666666667,35
49843,1111KO,01/02/2018,28/02/2018,1910.0,"216,69",27 days,27,70.74074074074075,35
49844,1111KO,01/03/2018,31/03/2018,2120.0,"236,54",30 days,30,70.66666666666667,35
49845,1111KO,01/04/2018,30/04/2018,2063.0,"231,21",29 days,29,71.13793103448276,35
49846,1111KO,01/05/2018,31/05/2018,2139.0,"238,42",30 days,30,71.3,35
49847,1111KO,01/06/2018,30/06/2018,2087.0,"233,48",29 days,29,71.96551724137932,35
49848,1111KO,01/07/2018,31/07/2018,2166.0,"241,13",30 days,30,72.2,35
49849,1111KO,01/08/2018,31/08/2018,2187.0,"243,12",30 days,30,72.9,35
49850,1111KO,01/09/2018,30/09/2018,2078.0,"234,37",29 days,29,71.65517241379311,35
49851,1111KO,01/10/2018,31/10/2018,2140.0,"240,35",30 days,30,71.33333333333333,35
49852,1111KO,01/11/2018,30/11/2018,2065.0,"233,18",29 days,29,71.20689655172414,35
49853,1111KO,01/12/2018,31/12/2018,2117.0,"238,16",30 days,30,70.56666666666666,35
49854,1111KO,01/01/2019,31/01/2019,2118.0,"264,93",30 days,30,70.6,35
49855,1111KO,01/02/2019,28/02/2019,1919.0,"243,35",27 days,27,71.07407407407408,35
49856,1111KO,01/03/2019,31/03/2019,2124.0,"265,49",30 days,30,70.8,35
49857,1111KO,01/04/2019,30/04/2019,2070.0,"259,65",29 days,29,71.37931034482759,35
49858,1111KO,01/05/2019,31/05/2019,2151.0,"268,42",30 days,30,71.7,35
49859,1111KO,01/06/2019,30/06/2019,2150.0,"268,31",29 days,29,74.13793103448276,35
49860,1111KO,01/07/2019,31/07/2019,2178.0,"271,34",30 days,30,72.6,35
49861,1111KO,01/08/2019,31/08/2019,2245.0,"278,65",30 days,30,74.83333333333333,35
49862,1111KO,01/09/2019,30/09/2019,2092.0,"262,12",29 days,29,72.13793103448276,35
49863,1111KO,01/10/2019,31/10/2019,2134.0,"266,62",30 days,30,71.13333333333334,35
49864,1111KO,01/11/2019,30/11/2019,2057.0,"258,30",29 days,29,70.93103448275862,35
49865,1111KO,01/12/2019,31/12/2019,2116.0,"264,71",30 days,30,70.53333333333333,35
49866,1111KO,01/01/2020,31/01/2020,2115.0,"258,00",30 days,30,70.5,35
49867,1111KO,01/02/2020,29/02/2020,1983.0,"244,25",28 days,28,70.82142857142857,35
49868,1111KO,01/03/2020,31/03/2020,2120.0,"258,44",30 days,30,70.66666666666667,35
49869,1111KO,01/04/2020,30/04/2020,2544.0,"302,62",29 days,29,87.72413793103448,35
49870,1111KO,01/05/2020,31/05/2020,2748.0,"323,84",30 days,30,91.6,35
49871,1111KO,01/06/2020,30/06/2020,2829.0,"332,29",29 days,29,97.55172413793103,35
49872,1111KO,01/07/2020,31/07/2020,2993.0,"349,40",30 days,30,99.76666666666667,35
49873,1111KO,01/08/2020,31/08/2020,3072.0,"357,63",30 days,30,102.4,35
49874,1111KO,01/09/2020,30/09/2020,2889.0,"338,57",29 days,29,99.62068965517241,35
49875,1111KO,01/10/2020,31/10/2020,2960.0,"345,93",30 days,30,98.66666666666667,35
49876,1111KO,01/11/2020,30/11/2020,2833.0,"294,98",29 days,29,97.6896551724138,35
49877,1112KO,01/01/2018,31/05/2018,9743.0,"1 248,35",150 days,150,64.95333333333333,31
49878,1112KO,01/06/2018,30/06/2018,1994.0,"255,25",29 days,29,68.75862068965517,31
49879,1112KO,01/07/2018,31/07/2018,2066.0,"264,06",30 days,30,68.86666666666666,31
49880,1112KO,01/08/2018,31/08/2018,2048.0,"255,89",30 days,30,68.26666666666667,31
49881,1112KO,01/09/2018,30/09/2018,1970.0,"248,04",29 days,29,67.93103448275862,31
49882,1112KO,01/10/2018,31/10/2018,2043.0,"256,90",30 days,30,68.1,31
49883,1112KO,01/11/2018,30/11/2018,1962.0,"247,07",29 days,29,67.65517241379311,31
49884,1112KO,01/12/2018,31/12/2018,2020.0,"254,11",30 days,30,67.33333333333333,31
49885,1112KO,01/01/2019,31/01/2019,2019.0,"278,89",30 days,30,67.3,31
49886,1112KO,01/02/2019,28/02/2019,1833.0,"254,04",27 days,27,67.88888888888889,31
49887,1112KO,01/03/2019,31/03/2019,2048.0,"282,76",30 days,30,68.26666666666667,31
49888,1112KO,01/04/2019,30/04/2019,1999.0,"276,22",29 days,29,68.93103448275862,31
49889,1112KO,01/05/2019,31/05/2019,2051.0,"283,16",30 days,30,68.36666666666666,31
49890,1112KO,01/06/2019,30/06/2019,2286.0,"314,56",29 days,29,78.82758620689656,31
49891,1112KO,01/07/2019,31/07/2019,2542.0,"348,77",30 days,30,84.73333333333333,31
49892,1112KO,01/08/2019,31/08/2019,2519.0,"345,70",30 days,30,83.96666666666667,31
49893,1112KO,01/09/2019,30/09/2019,2413.0,"331,53",29 days,29,83.20689655172414,31
49894,1112KO,01/10/2019,31/10/2019,2474.0,"339,68",30 days,30,82.46666666666667,31
49895,1112KO,01/11/2019,30/11/2019,2372.0,"326,05",29 days,29,81.79310344827586,31
49896,1112KO,01/12/2019,31/12/2019,2482.0,"340,75",30 days,30,82.73333333333333,31
49897,1112KO,01/01/2020,31/01/2020,2550.0,"348,02",30 days,30,85.0,31
49898,1112KO,01/02/2020,29/02/2020,2354.0,"322,05",28 days,28,84.07142857142857,31
49899,1112KO,01/03/2020,31/03/2020,2661.0,"362,72",30 days,30,88.7,31
49900,1112KO,01/04/2020,30/04/2020,2644.0,"360,47",29 days,29,91.17241379310344,31
49901,1112KO,01/05/2020,31/05/2020,2722.0,"370,80",30 days,30,90.73333333333333,31
49902,1112KO,01/06/2020,30/06/2020,2654.0,"361,80",29 days,29,91.51724137931035,31
49903,1112KO,01/07/2020,31/07/2020,2780.0,"378,49",30 days,30,92.66666666666667,31
49904,1112KO,01/08/2020,31/08/2020,2823.0,"384,18",30 days,30,94.1,31
49905,1112KO,01/09/2020,30/09/2020,2713.0,"369,61",29 days,29,93.55172413793103,31
49906,1112KO,01/10/2020,31/10/2020,2774.0,"377,69",30 days,30,92.46666666666667,31
49907,1112KO,01/11/2020,30/11/2020,2683.0,"355,43",29 days,29,92.51724137931035,31
49908,1113KO,01/01/2018,31/03/2018,4552.0,"564,66",89 days,89,51.146067415730336,11
49909,1113KO,01/04/2018,30/06/2018,4491.0,"539,36",90 days,90,49.9,11
49910,1113KO,01/07/2018,30/09/2018,4605.0,"558,93",91 days,91,50.604395604395606,11
49911,1113KO,01/10/2018,31/12/2018,4576.0,"573,15",91 days,91,50.285714285714285,11
49912,1113KO,01/01/2019,31/03/2019,4475.0,"573,16",89 days,89,50.28089887640449,11
49913,1113KO,01/04/2019,30/06/2019,4507.0,"578,09",90 days,90,50.077777777777776,11
49914,1113KO,01/07/2019,30/09/2019,4501.0,"567,62",91 days,91,49.46153846153846,11
49915,1113KO,01/10/2019,31/10/2019,4457.0,"563,88",30 days,30,148.56666666666666,11
49916,1113KO,01/01/2020,31/03/2020,4544.0,"584,36",90 days,90,50.48888888888889,11
49917,1113KO,01/04/2020,30/06/2020,4964.0,"633,28",90 days,90,55.15555555555556,11
49918,1113KO,01/07/2020,30/09/2020,7062.0,"887,76",91 days,91,77.6043956043956,11
49919,1052KO,01/01/2018,31/12/2018,17054.0,"2 099,35",364 days,364,46.85164835164835,2
49920,1052KO,01/01/2019,31/12/2019,16979.0,"2 237,15",364 days,364,46.645604395604394,2
49921,1115KO,01/01/2018,31/01/2018,2269.0,"250,77",30 days,30,75.63333333333334,35
49922,1115KO,01/02/2018,28/02/2018,2047.0,"229,63",27 days,27,75.81481481481481,35
49923,1115KO,01/03/2018,31/03/2018,2268.0,"250,67",30 days,30,75.6,35
49924,1115KO,01/04/2018,30/04/2018,2208.0,"244,94",29 days,29,76.13793103448276,35
49925,1115KO,01/05/2018,31/05/2018,2285.0,"252,25",30 days,30,76.16666666666667,35
49926,1115KO,01/06/2018,30/06/2018,2224.0,"246,42",29 days,29,76.6896551724138,35
49927,1115KO,01/07/2018,31/07/2018,2299.0,"253,79",30 days,30,76.63333333333334,35
49928,1115KO,01/08/2018,31/08/2018,2315.0,"255,27",30 days,30,77.16666666666667,35
49929,1115KO,01/09/2018,30/09/2018,2216.0,"247,63",29 days,29,76.41379310344827,35
49930,1115KO,01/10/2018,31/10/2018,2292.0,"254,90",30 days,30,76.4,35
49931,1115KO,01/11/2018,30/11/2018,2214.0,"247,43",29 days,29,76.34482758620689,35
49932,1115KO,01/12/2018,31/12/2018,2288.0,"254,51",30 days,30,76.26666666666667,35
49933,1115KO,01/01/2019,31/01/2019,2295.0,"284,04",30 days,30,76.5,35
49934,1115KO,01/02/2019,28/02/2019,2070.0,"259,65",27 days,27,76.66666666666667,35
49935,1115KO,01/03/2019,31/03/2019,2299.0,"284,49",30 days,30,76.63333333333334,35
49936,1115KO,01/04/2019,30/04/2019,2221.0,"276,06",29 days,29,76.58620689655173,35
49937,1115KO,01/05/2019,31/05/2019,2302.0,"284,72",30 days,30,76.73333333333333,35
49938,1115KO,01/06/2019,30/06/2019,2268.0,"281,12",29 days,29,78.20689655172414,35
49939,1115KO,01/07/2019,31/07/2019,2336.0,"300,41",30 days,30,77.86666666666666,35
49940,1115KO,01/08/2019,31/08/2019,2333.0,"288,09",30 days,30,77.76666666666667,35
49941,1115KO,01/09/2019,30/09/2019,2247.0,"278,87",29 days,29,77.48275862068965,35
49942,1115KO,01/10/2019,31/10/2019,2323.0,"296,07",30 days,30,77.43333333333334,35
49943,1115KO,01/11/2019,30/11/2019,2241.0,"278,20",29 days,29,77.27586206896552,35
49944,1115KO,01/12/2019,31/12/2019,2311.0,"285,73",30 days,30,77.03333333333333,35
49945,1115KO,01/01/2020,31/01/2020,2313.0,"278,58",30 days,30,77.1,35
49946,1115KO,01/02/2020,29/02/2020,2168.0,"263,53",28 days,28,77.42857142857143,35
49947,1115KO,01/03/2020,31/03/2020,2347.0,"282,15",30 days,30,78.23333333333333,35
49948,1115KO,01/04/2020,30/04/2020,2428.0,"312,61",29 days,29,83.72413793103448,35
49949,1115KO,01/05/2020,31/05/2020,2643.0,"312,91",30 days,30,88.1,35
49950,1115KO,01/06/2020,30/06/2020,2710.0,"319,94",29 days,29,93.44827586206897,35
49951,1115KO,01/07/2020,31/07/2020,2854.0,"334,89",30 days,30,95.13333333333334,35
49952,1115KO,01/08/2020,31/08/2020,2902.0,"339,87",30 days,30,96.73333333333333,35
49953,1115KO,01/09/2020,30/09/2020,2799.0,"329,15",29 days,29,96.51724137931035,35
49954,1115KO,01/10/2020,31/10/2020,2874.0,"336,95",30 days,30,95.8,35
49955,1115KO,01/11/2020,30/11/2020,2777.0,"289,14",29 days,29,95.75862068965517,35
49956,1967KO,01/01/2018,31/01/2018,2000.0,"249,97",30 days,30,66.66666666666667,35
49957,1967KO,01/02/2018,28/02/2018,1804.0,"226,35",27 days,27,66.81481481481481,35
49958,1967KO,01/03/2018,31/03/2018,1995.0,"249,37",30 days,30,66.5,35
49959,1967KO,01/04/2018,30/04/2018,1924.0,"240,81",29 days,29,66.34482758620689,35
49960,1967KO,01/05/2018,31/05/2018,1998.0,"249,73",30 days,30,66.6,35
49961,1967KO,01/06/2018,30/06/2018,1940.0,"242,74",29 days,29,66.89655172413794,35
49962,1967KO,01/07/2018,31/07/2018,2009.0,"251,19",30 days,30,66.96666666666667,35
49963,1967KO,01/08/2018,31/08/2018,2023.0,"252,88",30 days,30,67.43333333333334,35
49964,1967KO,01/09/2018,30/09/2018,1929.0,"243,07",29 days,29,66.51724137931035,35
49965,1967KO,01/10/2018,31/10/2018,1979.0,"249,13",30 days,30,65.96666666666667,35
49966,1967KO,01/11/2018,30/11/2018,1907.0,"240,40",29 days,29,65.75862068965517,35
49967,1967KO,01/12/2018,31/12/2018,2391.0,"299,13",30 days,30,79.7,35
49968,1967KO,01/01/2019,31/01/2019,2470.0,"339,15",30 days,30,82.33333333333333,35
49969,1967KO,01/02/2019,28/02/2019,2228.0,"306,81",27 days,27,82.51851851851852,35
49970,1967KO,01/03/2019,31/03/2019,2474.0,"339,68",30 days,30,82.46666666666667,35
49971,1967KO,01/04/2019,30/04/2019,2294.0,"315,63",29 days,29,79.10344827586206,35
49972,1967KO,01/05/2019,31/05/2019,2379.0,"326,99",30 days,30,79.3,35
49973,1967KO,01/06/2019,30/06/2019,2338.0,"321,51",29 days,29,80.62068965517241,35
49974,1967KO,01/07/2019,31/07/2019,2396.0,"329,26",30 days,30,79.86666666666666,35
49975,1967KO,01/08/2019,31/08/2019,2409.0,"331,00",30 days,30,80.3,35
49976,1967KO,01/09/2019,30/09/2019,2308.0,"317,50",29 days,29,79.58620689655173,35
49977,1967KO,01/10/2019,31/10/2019,2377.0,"326,72",30 days,30,79.23333333333333,35
49978,1967KO,01/11/2019,30/11/2019,2292.0,"315,37",29 days,29,79.03448275862068,35
49979,1967KO,01/12/2019,31/12/2019,2332.0,"320,71",30 days,30,77.73333333333333,35
49980,1967KO,01/01/2020,31/01/2020,2339.0,"320,07",30 days,30,77.96666666666667,35
49981,1967KO,01/02/2020,29/02/2020,2267.0,"310,53",28 days,28,80.96428571428571,35
49982,1967KO,01/03/2020,31/03/2020,2516.0,"343,51",30 days,30,83.86666666666666,35
49983,1967KO,01/04/2020,30/04/2020,2549.0,"347,89",29 days,29,87.89655172413794,35
49984,1967KO,01/05/2020,31/05/2020,2634.0,"359,15",30 days,30,87.8,35
49985,1967KO,01/06/2020,30/06/2020,2571.0,"350,80",29 days,29,88.65517241379311,35
49986,1967KO,01/07/2020,31/07/2020,2703.0,"368,29",30 days,30,90.1,35
49987,1967KO,01/08/2020,31/08/2020,2749.0,"374,38",30 days,30,91.63333333333334,35
49988,1967KO,01/09/2020,30/09/2020,2644.0,"360,47",29 days,29,91.17241379310344,35
